"UniversityName","Apps","Top10perc","Top25perc","F.Undergrad","P.Undergrad","Outstate","Room.Board","Books","Personal","PhD","Terminal","S.F.Ratio","perc.alumni","Expend","Grad.Rate","public","private","selective","more_selective","non_selective","total_enrollment","col_white","mkt_white","dif_white","col_hispa","mkt_hispa","dif_hispa","col_black","mkt_black","dif_black","col_asian","mkt_asian","dif_asian","col_amind","mkt_amind","dif_amind","col_pacis","mkt_pacis","dif_pacis","col_twora","mkt_twora","dif_twora","Longitude location of institution","Latitude location of institution","Bachelor's degrees awarded","Master's degrees awarded","Doctor's degrese - research/scholarship awarded","SAT Math 75th percentile score","ACT Composite 75th percentile score","Tuition and fees, 2013-14","Total price for in-state students living on campus 2013-14","Total price for out-of-state students living on campus 2013-14","Graduation rate - Bachelor degree within 4 years, total","Graduation rate - Bachelor degree within 6 years, total","Percent of freshmen receiving any financial aid","Percent of freshmen receiving Pell grants","Endowment assets (year end) per FTE enrollment (FASB)","AcceptanceRate"
"Amherst College",4302,83,96,1593,5,19760,5300,660,1598,93,98,8.4,63,21424,100,0,1,0,1,0,1799.88888888889,41.0775555555556,52.4858511111111,-11.408292,12.3064788888889,18.6902144444444,-6.38373422222222,11.5240077777778,13.8358366666667,-2.311828,12.3308733333333,4.63447088888889,7.69640166666667,0.2512896,0.920568611111111,-0.669279066666667,0.020751225,0.205424322222222,-0.1871388,5.5501885,3.21255622222222,2.234892,-72.518493,42.372459,625,0,0,770,34,46574,61544,61544,89,96,65,17,930009,0.230590423059042
"Anderson University",1216,19,40,1819,281,10100,3520,550,1100,48,61,12.1,14,7994,59,0,1,1,0,0,2121.05555555556,82.1590461111111,67.4643266666667,14.6947195555556,2.45056361111111,7.05652466666667,-4.60596094444444,8.17828572222222,17.4540966666667,-9.27581133333333,0.787077838888889,2.77262294444444,-1.98554513888889,0.428518988888889,0.3094498,0.119069227777778,0.14567883125,0.05064695,0.09593460625,0.9153444,2.33395533333333,-1.46276724117647,-84.1512485,37.3138365,388.5,151,5,575,25.5,24535,38202,38202,40.5,49,100,31,12896.5,0.746710526315789
"Andrews University",1130,14,23,1586,326,9996,3090,900,1320,62,66,11.5,18,10908,46,0,1,1,0,0,1680.44444444444,30.6443111111111,53.7885488888889,-23.1442366666667,14.2021044444444,17.1379833333333,-2.93588104444444,22.1260488888889,15.2128988888889,6.91315011111111,12.2539747777778,4.02134366666667,8.23263011111111,0.280894577777778,0.307558311111111,-0.0266637444444444,0.3837662875,0.0394024111111111,0.3426560375,3.283898375,2.73737222222222,0.4535010625,-86.355149,41.963266,378,263,51,600,26,25470,35538,35538,29,60,100,35,13019,0.623008849557522
"Aquinas College",619,20,51,1251,767,11208,4124,350,1615,55,65,12.7,25,6584,65,0,1,1,0,0,1765.55555555556,83.8131755555556,75.8814377777778,7.93173933333333,5.34044666666667,7.41932155555556,-2.07887477777778,3.45883888888889,8.47427188888889,-5.01543333333333,1.13830858888889,2.492722,-1.35441336666667,0.445349,0.449818244444444,-0.00446924444444444,0.0282685,0.0467628,-0.01936645,1.7812334875,3.11834855555556,-1.4451166375,-86.23519,39.546318,198.5,33,0,440,26.5,23505,36972.5,36972.5,37,63,99.5,40.5,17350,0.833602584814216
"Augsburg College",662,12,30,2074,726,11902,4372,540,950,65,65,12.8,31,7836,58,0,1,1,0,0,2722.5,61.01099875,74.4929525,-13.48195025,4.910658875,5.98481925,-1.074160375,9.76337,7.434661125,2.328709375,7.126824375,6.400865875,0.7259587,1.5646885875,0.7716734625,0.7930150375,0.1771897,0.0467368875,0.132017871428571,2.787823,2.989515875,-0.334234257142857,-93.241418,44.965636,744,290,0,590,25,33209,45465,45465,47,64,99,46,10458,0.774924471299094
"Austin College",948,42,74,1120,15,11280,4342,400,1150,81,95,13,33,11361,71,0,1,0,1,0,1262,57.92186,52.4858511111111,5.43601146666667,15.8522071111111,18.6902144444444,-2.83800762222222,5.65858944444444,13.8358366666667,-8.17724688888889,13.9280711111111,4.63447088888889,9.29359988888889,0.865360188888889,0.920568611111111,-0.0552084,0.0602674375,0.205424322222222,-0.1476226,2.71976445,3.21255622222222,-0.595532075,-96.598772,33.646307,356,19,0,670,27,33830,47625,47625,67,72,99,30,101878,0.841772151898734
"Baker University",602,21,47,958,466,8620,4100,400,2250,58,68,11,21,6136,65,0,1,1,0,0,1750.77777777778,72.6398111111111,71.8188955555556,0.820917611111111,5.32390311111111,8.45896977777778,-3.13506655555556,9.90279844444444,9.96859744444444,-0.0657980222222222,1.10383461111111,2.53663888888889,-1.43280465555556,1.72408411111111,1.02181123333333,0.702272888888889,0.3550254875,0.163862733333333,0.18067515,1.713585125,3.70056466666667,-2.1003161375,-95.188231,38.777278,543,520,21,600,26,25580,39407,39407,36,52,100,26,12531,0.802325581395349
"Barnard College",2496,53,95,2121,69,17926,8124,600,850,83,93,10.3,33,12580,91,0,1,0,1,0,2476.77777777778,58.1854988888889,52.4858511111111,5.69964966666667,10.4616277777778,18.6902144444444,-8.22858644444444,5.62677766666667,13.8358366666667,-8.20905811111111,15.3694811111111,4.63447088888889,10.7350084444444,0.139558422222222,0.920568611111111,-0.781010233333333,0.0811357,0.205424322222222,-0.126754325,3.36577275,3.21255622222222,0.050476375,-73.964027,40.809137,623,0,0,710,32,44790,61512,61512,82,90,49,18,99262,0.561698717948718
"Barry University",990,18,45,1811,3144,11290,5360,600,1800,76,78,12.6,11,9084,72,0,1,1,0,0,4204.22222222222,16.4276753333333,29.0077011111111,-12.5800266666667,25.4374855555556,38.54466,-13.107174,25.7652044444444,23.6165377777778,2.148667,1.0180014,1.90731266666667,-0.889311333333333,0.261984277777778,0.294503322222222,-0.0325190555555556,0.1176922,0.039703,0.07378485,0.918276333333333,2.28960988888889,-1.37133366666667,-80.196136,25.878865,1116,1045,46,520,21,28160,45100,45100,22,37,97,63,3670,0.791919191919192
"Baylor University",6075,34,66,9919,484,6450,3920,600,1346,71,76,18.5,38,7503,72,0,1,0,1,0,13285.4444444444,65.0057677777778,52.4858511111111,12.5199177777778,13.7902111111111,18.6902144444444,-4.90000366666667,7.19898033333333,13.8358366666667,-6.63685566666667,6.35768022222222,4.63447088888889,1.72320933333333,0.394928622222222,0.920568611111111,-0.525640022222222,0.0431385875,0.205424322222222,-0.16475145,4.53319775,3.21255622222222,1.2179013625,-97.119359,31.545956,2709,741,106,670,29,35972,53886,53886,57,75,96,18,67958,0.880493827160494
"Belmont Abbey College",632,17,36,709,131,9000,4850,300,2480,78,85,13.2,10,7550,52,0,1,1,0,0,1598.44444444444,43.6918055555556,59.2370888888889,-15.5452851111111,2.54463011111111,7.80356155555556,-5.25893155555556,24.3767811111111,25.0458722222222,-0.669089488888889,1.20005537777778,1.870528,-0.670472588888889,0.239290311111111,0.748272344444444,-0.508982011111111,0.1930749125,0.0792001444444445,0.111530925,0.2193381,2.234415,-2.097688,-81.041847,35.261276,318,0,0,530,24,18500,32564,32564,33,38,100,36,5529,0.781645569620253
"Belmont University",1220,28,67,1964,623,7800,3664,650,900,61,61,11.1,19,7614,49,0,1,0,1,0,5438,82.9050055555556,52.4858511111111,30.4191555555556,3.98305877777778,18.6902144444444,-14.7071566666667,4.32142133333333,13.8358366666667,-9.51441433333333,2.130088,4.63447088888889,-2.504383,0.419716488888889,0.920568611111111,-0.500852233333333,0.09395185,0.205424322222222,-0.1139381875,2.901306325,3.21255622222222,-0.4139901875,-86.794715,36.133866,1145,314,0,630,29,27380,43030,43030,56,68,87,15,13557,0.798360655737705
"Beloit College",1320,26,54,1085,81,16304,3616,355,715,87,95,11.1,26,12957,69,0,1,0,1,0,1285.77777777778,68.1564033333333,52.4858511111111,15.6705516666667,8.16576977777778,18.6902144444444,-10.524444,4.49992655555556,13.8358366666667,-9.33590933333333,2.43914633333333,4.63447088888889,-2.19532466666667,0.3801651,0.920568611111111,-0.540403555555556,0.1856453,0.205424322222222,-0.022244725,3.206160125,3.21255622222222,-0.1091363125,-89.03147,42.50363,298,0,0,660,30,41250,50406,50406,70,78,96,18,92305,0.699242424242424
"Benedictine College",632,14,24,702,501,9550,3850,350,250,64,84,14.1,18,5922,58,0,1,0,1,0,1723.88888888889,79.9871066666667,52.4858511111111,27.5012566666667,6.27446255555556,18.6902144444444,-12.4157522222222,3.52067077777778,13.8358366666667,-10.3151653333333,0.853304433333333,4.63447088888889,-3.78116655555556,0.384436077777778,0.920568611111111,-0.536132577777778,0.4065271625,0.205424322222222,0.1986371,2.10876486666667,3.21255622222222,-1.10379137777778,-95.111424,39.572953,371,38,0,630,28,23900,37855,37855,43,59,100,25,8865,0.981012658227848
"Berry College",1858,37,68,1620,49,8050,3940,350,2375,80,80,16.3,17,10511,63,0,1,0,1,0,1989.55555555556,82.6246877777778,52.4858511111111,30.1388388888889,5.494285,18.6902144444444,-13.1959266666667,4.60408055555556,13.8358366666667,-9.23175577777778,1.71197644444444,4.63447088888889,-2.92249455555556,0.193968977777778,0.920568611111111,-0.726599677777778,0.061164575,0.205424322222222,-0.1467254375,2.35937315,3.21255622222222,-0.9559233875,-85.189077,34.289254,406,80,0,630,29,29090,43834,43834,50,60,100,31,409661,0.657158234660926
"Bethany College",878,16,41,706,62,8740,3363,550,1700,62,68,11.6,29,7718,48,0,1,0.5,0,0.5,674.888888888889,63.724725,76.4472005555556,-12.7224752277778,7.75513938888889,6.61654711111111,1.13859263888889,14.9872948888889,8.54871955555556,6.43857463333333,0.667595722222222,2.61075983333333,-1.94316406666667,0.664345483333333,0.976771005555556,-0.312425544444444,0.367073475,0.0871585555555556,0.27913234375,2.00680381176471,3.19598266666667,-1.27471043529412,-89.1211665,39.391597,131.5,4,0,510,23.5,24520.5,37143.5,37143.5,33,43.5,99,48,51374,0.929384965831435
"Blackburn College",500,25,55,421,27,6500,2700,500,1000,76,76,14.3,53,8377,51,0,1,1,0,0,566.111111111111,82.7691455555556,73.4212877777778,9.34785488888889,2.00026787777778,3.99269877777778,-1.99243093333333,9.911514,15.8349,-5.92338688888889,0.623751755555556,3.16121388888889,-2.53746233333333,0.436201233333333,0.200555466666667,0.2356458,0.2025209,0.0599299444444444,0.1446674375,2.2716000875,2.32405822222222,-0.1531310875,-89.872248,39.288298,86,0,0,620,25,18506,26616,26616,34,45,99,59,27143,0.672
"Bluefield College",377,15,30,653,129,7150,4350,450,1500,61,67,17.8,3,6259,53,0,1,1,0,0,815.333333333333,64.3371922222222,71.9154077777778,-7.57821688888889,3.30090922222222,6.12012022222222,-2.81921133333333,21.9841422222222,14.9606722222222,7.02347022222222,1.16542522222222,2.06499788888889,-0.899572577777778,0.161825844444444,0.330654022222222,-0.168828177777778,0.1310492,0.0601363333333333,0.07072255,2.20692575,2.12897366666667,0.0141990875,-81.244879,37.245681,196,0,0,510,21,22390,35560,35560,38,45,100,50,7372,0.949602122015915
"Boston University",20192,45,80,14971,3113,18420,6810,475,1025,80,81,11.9,16,16836,72,0,1,0,1,0,16506.7777777778,46.47018,52.4858511111111,-6.01567134444444,9.53335455555555,18.6902144444444,-9.15686022222222,3.48266422222222,13.8358366666667,-10.3531715555556,13.9571133333333,4.63447088888889,9.32264433333333,0.129572511111111,0.920568611111111,-0.790996122222222,0.1216723125,0.205424322222222,-0.0862176875,3.415138875,3.21255622222222,0.0998422875,-71.09984,42.349581,4071,4197,488,720,30,44880,61446,61446,80,84,62,15,43924,0.644166006339144
"Bowdoin College",3356,76,100,1490,8,19030,5885,1495,875,93,96,11.2,52,20447,96,0,1,0,1,0,1790.77777777778,64.2383266666667,52.4858511111111,11.7524787777778,11.8922611111111,18.6902144444444,-6.79795311111111,5.404129,13.8358366666667,-8.431707,7.32823755555556,4.63447088888889,2.69376655555556,0.217291922222222,0.920568611111111,-0.703276722222222,0.06295815,0.205424322222222,-0.144931875,6.419024,3.21255622222222,3.103727625,-69.965165,43.906969,458,0,0,750,33,45446,59900,59900,88,93,50,14,574151,0.303635280095352
"Bradley University",3767,30,58,4531,643,10870,4440,2000,1522,75,81,14.4,21,7671,85,0,1,0,1,0,4765,72.4332311111111,52.4858511111111,19.9473787777778,5.93670222222222,18.6902144444444,-12.7535127777778,6.39703922222222,13.8358366666667,-7.43879666666667,3.33002377777778,4.63447088888889,-1.30444707777778,0.241515244444444,0.920568611111111,-0.6790534,0.07896865,0.205424322222222,-0.1289213875,2.16241875,3.21255622222222,-1.152877775,-89.61462,40.697605,1183,235,0,630,28,29664,42090,42090,55,76,99,23,49328,0.90629147863021
"Brandeis University",4186,48,77,2819,62,19380,6750,410,1000,90,97,9.8,24,17150,84,0,1,0,1,0,3532.77777777778,48.2032111111111,52.4858511111111,-4.28263822222222,6.42640833333333,18.6902144444444,-12.2638055555556,4.80643411111111,13.8358366666667,-9.02940188888889,12.5336811111111,4.63447088888889,7.899211,0.152189322222222,0.920568611111111,-0.768379333333333,0.0311082,0.205424322222222,-0.1767818375,2.51527875,3.21255622222222,-0.8000177,-71.254716,42.364947,851,784,93,760,32,45856,61070,61070,86,90,65,18,109992,0.65527950310559
"Brenau University",367,12,41,917,479,9592,5879,500,700,71,80,13.7,12,5935,49,0,1,1,0,0,1696.88888888889,49.5235044444444,53.7472866666667,-4.22377933333333,6.65768311111111,9.77747122222222,-3.11978796666667,30.3833122222222,27.0151766666667,3.36813503333333,1.84185355555556,3.32830966666667,-1.48645587777778,0.2764004,0.368452522222222,-0.0920521111111111,0.09780595,0.0503422888888889,0.050721,2.89686825,2.15550766666667,0.6636968125,-83.821513,34.303117,377,331,0,500,21,23350,38528,38528,30,45,97,57,13894,0.746594005449591
"Brewton-Parker College",1436,10,26,1320,822,4371,2370,500,2000,62,62,12.6,10,4900,18,0,1,1,0,0,547.444444444444,51.3103677777778,47.07151,4.23885644444444,5.43089688888889,8.947939,-3.51704207777778,28.9197788888889,35.08946,-6.169681,1.15775867777778,3.16232944444444,-2.00457066666667,0.261935488888889,0.262403733333333,-0.000468233333333341,0.1866623375,0.0806430222222222,0.1063692125,1.59598266666667,2.35744033333333,-0.761457311111111,-82.586136,32.185718,83,0,0,500,20,13560,24786,24786,10,15,100,57,27945,0.855153203342618
"Bridgewater College",838,22,53,881,55,10265,4725,560,875,68,73,13.2,24,8655,82,0,1,1,0,0,1754.77777777778,76.0853522222222,62.6885966666667,13.3967568888889,3.769835,9.55884811111111,-5.789013,10.1048353333333,15.5244844444444,-5.41964797777778,0.969680944444444,5.43654388888889,-4.46686288888889,0.289113233333333,0.333252233333333,-0.0441390222222222,0.0563885125,0.0789981555555556,-0.02618285,3.73279122222222,3.27499044444444,0.457800588888889,-78.969011,38.378391,291,0,0,570,25,29090,43310,43310,52,60,100,30,38588,0.803102625298329
"Brown University",12586,87,95,5643,349,19528,5926,720,1100,99,100,7.6,39,20440,97,0,1,0,1,0,6264.66666666667,44.4643755555556,52.4858511111111,-8.021474,10.574471,18.6902144444444,-8.11574433333333,6.21706455555556,13.8358366666667,-7.61877133333333,13.6635533333333,4.63447088888889,9.02908277777778,0.405271222222222,0.920568611111111,-0.515297444444444,0.1378883375,0.205424322222222,-0.0700017,4.82038311111111,3.21255622222222,1.60782683333333,-71.404467,41.827605,1554,491,205,780,34,45612,60460,60460,84,95,64,17,303300,0.257349435881138
"Bryn Mawr College",1465,71,95,1088,16,18165,6750,500,1200,100,100,12.3,49,17449,89,0,1,0,1,0,1316.66666666667,37.29747,52.4858511111111,-15.1883777777778,8.75950911111111,18.6902144444444,-9.93070455555556,5.59142488888889,13.8358366666667,-8.244411,12.1710755555556,4.63447088888889,7.53660611111111,0.067079,0.920568611111111,-0.853489611111111,0.0952232375,0.205424322222222,-0.1126668,4.799873375,3.21255622222222,1.4845770125,-75.314988,40.028541,327,116,10,760,32,43900,59760,59760,81,84,79,16,458469,0.552901023890785
"Bucknell University",6548,49,85,3316,31,18550,4750,800,1200,95,97,14.2,36,13675,93,0,1,0,1,0,3530.77777777778,78.4539377777778,52.4858511111111,25.96809,5.06181744444444,18.6902144444444,-13.6283966666667,3.20331222222222,13.8358366666667,-10.6325255555556,3.86685522222222,4.63447088888889,-0.767615788888889,0.0565978888888889,0.920568611111111,-0.863970755555556,0.00711875,0.205424322222222,-0.200771275,2.91739566666667,3.21255622222222,-0.295160633333333,-76.886275,40.954489,850,29,0,720,32,46902,61060,61060,87,91,55,11,180935,0.582315210751374
"Butler University",2362,40,68,2607,148,13130,4650,500,1600,77,81,10.9,29,9511,83,0,1,0,1,0,3973.44444444444,83.0305022222222,52.4858511111111,30.5446555555556,3.13300433333333,18.6902144444444,-15.55721,3.74593755555556,13.8358366666667,-10.0898987777778,2.757739,4.63447088888889,-1.876732,0.2359757,0.920568611111111,-0.684592944444444,0.0091800375,0.205424322222222,-0.1987099875,1.54578504444444,3.21255622222222,-1.66677111111111,-86.171791,39.840662,695,183,0,640,30,34368,49698,49698,51,74,94,17,37146,0.862404741744284
"Cabrini College",599,8,28,1035,446,10518,6250,300,300,59,76,16.5,36,7117,71,0,1,0,0,1,1378.66666666667,73.3626666666667,43.79635,29.566315,4.79487366666667,18.179745,-13.3848733333333,9.7765045,20.2813983333333,-10.5048918333333,1.32690978333333,6.39487283333333,-5.0679625,0.0961085666666667,0.309571483333333,-0.213462916666667,0.44077188,0.0554832166666667,0.38421932,1.96845575,2.625933,-0.657477266666667,-75.37215,40.054565,304,717,0,500,23,29000,45322,45322,39,46,99,44,16867,0.824707846410685
"Caldwell College",1011,17,42,693,868,8900,4600,425,1000,87,96,13.9,25,7922,55,0,1,0,0,1,1597.4,42.338702,45.196312,-2.85760894,12.5290102,19.48264,-6.9536282,13.3240326,17.085456,-3.7614225,2.26280936,6.4595408,-4.1967308,0.2372767,0.30447772,-0.06720102,0.09383595,0.05135904,0.0401451,0.87361735,2.5664034,-1.842793,-74.273697,40.834285,306,125,2,540,25,29000,43800,43800,35,53,98,51,3643,0.597428288822948
"California Lutheran University",563,23,52,1427,432,12950,5300,612,576,72,74,12.4,17,8985,60,0,1,0,1,0,2744.77777777778,52.0434211111111,52.4858511111111,-0.4424276,24.2695622222222,18.6902144444444,5.57934647777778,3.92638677777778,13.8358366666667,-9.90944866666667,5.67837266666667,4.63447088888889,1.04390191111111,0.953199933333333,0.920568611111111,0.0326313,0.5645353875,0.205424322222222,0.3566453875,4.05370433333333,3.21255622222222,0.841148233333333,-118.879467,34.225551,721,535,0,613,26,35720,52577,52577,61,70,98,23,14701,0.438721136767318
"Calvin College",1784,29,56,3401,136,10230,3710,400,1210,75,81,14.8,41,7786,81,0,1,0,1,0,3811,75.5586144444444,52.4858511111111,23.0727633333333,3.33033077777778,18.6902144444444,-15.3598844444444,2.64923977777778,13.8358366666667,-11.1865966666667,4.06363866666667,4.63447088888889,-0.570832466666667,0.301795755555556,0.920568611111111,-0.618772866666667,0.006548125,0.205424322222222,-0.2013419125,2.4297529875,3.21255622222222,-0.885543425,-85.587548,42.929916,798,14,0,660,29,28250,41195,41195,57,73,100,24,27736,0.847533632286996
"Campbell University",2087,20,54,3191,1204,7550,2790,600,500,77,77,21.8,34,3739,63,0,1,0,0,1,4432.375,57.11899125,53.08454125,4.034447625,5.87644725,9.4456205,-3.569173125,17.05357,27.39894625,-10.34537325,1.844699375,2.2987775,-0.4540781375,0.7167647375,1.2228769,-0.5061122625,0.2080549125,0.0991751125,0.1088797625,1.7181445625,2.696652875,-0.978508425,-78.739508,35.409333,848,238,0,645,27,26240,42580,42580,39,49,100,38,20894,0.641590800191663
"Canisius College",2853,16,34,2978,434,10750,5340,400,1130,90,92,14.6,26,7972,64,0,1,1,0,0,2800.88888888889,75.2930255555556,73.7808055555556,1.51222351111111,4.16958166666667,5.94106822222222,-1.77148654444444,6.95101988888889,11.8391777777778,-4.88815922222222,2.06549633333333,3.41901588888889,-1.35351962222222,0.2944971,0.481894788888889,-0.187397677777778,0.0888011625,0.0399519444444444,0.0531172625,1.3960998,2.44139511111111,-1.13794975,-78.851794,42.925319,682,770,0,610,27,33332,48102,48102,58,67,99,37,21589,0.768664563617245
"Capital University",1747,34,66,1662,960,13050,4000,500,800,64,69,12.1,27,9557,83,0,1,1,0,0,2603.11111111111,78.1945777777778,77.5630222222222,0.631558355555556,3.19427488888889,3.95229855555556,-0.758023888888889,9.45374633333333,12.3053377777778,-2.85159044444444,1.18865977777778,1.93511177777778,-0.746451855555556,0.163064266666667,0.196837722222222,-0.0337734666666667,0.0771159875,0.0287861444444444,0.0496064375,3.790434625,2.84550933333333,0.8361058375,-82.937867,39.954875,579,83,0,610,27,31990,44350,44350,52,58,100,36,17716,0.79107040641099
"Carleton College",2694,75,93,1870,12,19292,3957,550,550,81,93,10.4,60,17960,91,0,1,0,1,0,2015.55555555556,65.5347222222222,52.4858511111111,13.0488777777778,6.661397,18.6902144444444,-12.0288166666667,3.92462311111111,13.8358366666667,-9.91121288888889,8.09523944444445,4.63447088888889,3.46076855555556,0.171853866666667,0.920568611111111,-0.748714788888889,0.0742067375,0.205424322222222,-0.133683275,5.157422625,3.21255622222222,1.842126125,-93.154662,44.462304,496,0,0,770,33,46167,60425,60425,90,92,77,11,350972,0.586117297698589
